SaleID,SaleDate,TicketNo,StockCode,ProductGroup,OutletID,CardID,Order Quantity,Revenue,CreateTimestamp,UpdateTimestamp,Month,WeekNo
6705,28-Jun-18,90319,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,June,26
7190,03-Jul-18,90481,PZ0005,P,3,1,1,9,11/08/2022 15:08,11/08/2022 15:08,July,27
7205,04-Jul-18,90504,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,July,27
7254,08-Jul-18,90562,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,July,28
7352,16-Jul-18,90709,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,July,29
7362,17-Jul-18,90725,PZ0005,P,3,1,1,9,11/08/2022 15:08,11/08/2022 15:08,July,29
7401,20-Jul-18,90773,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,July,29
7402,20-Jul-18,90774,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,July,29
7423,22-Jul-18,90805,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,July,30
7508,29-Jul-18,90942,PZ0005,P,3,1,1,9,11/08/2022 15:08,11/08/2022 15:08,July,31
7518,30-Jul-18,90959,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,July,31
8398,07-Aug-18,91506,PZ0005,P,3,3,1,9,11/08/2022 15:08,11/08/2022 15:08,August,32
8429,08-Aug-18,91571,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,August,32
8921,30-Jun-19,113763,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,June,27
10611,07-Aug-17,86063,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,August,32
10648,13-Aug-17,86112,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,August,33
10711,21-Aug-17,86200,PZ0005,P,3,1,1,9,11/08/2022 15:08,11/08/2022 15:08,August,34
10724,23-Aug-17,86217,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,August,34
11385,28-Feb-19,104575,PZ0005,P,3,3,1,9,11/08/2022 15:08,11/08/2022 15:08,February,9
11773,01-Mar-19,104824,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,March,9
11816,01-Mar-19,104887,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,March,9
13142,01-Feb-18,88285,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,February,5
13166,04-Feb-18,88319,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,February,6
13178,05-Feb-18,88336,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,February,6
13341,01-May-18,89534,PZ0005,P,3,3,1,9,11/08/2022 15:08,11/08/2022 15:08,May,18
13356,03-May-18,89558,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,May,18
13358,03-May-18,89560,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,May,18
13367,04-May-18,89573,PZ0005,P,3,1,1,9,11/08/2022 15:08,11/08/2022 15:08,May,18
13410,08-May-18,89630,PZ0005,P,3,3,1,9,11/08/2022 15:08,11/08/2022 15:08,May,19
13429,11-May-18,89660,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,May,19
13455,14-May-18,89697,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,May,20
13459,15-May-18,89705,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,May,20
13464,16-May-18,89715,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,May,20
13541,26-May-18,89819,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,May,21
17408,03-Sep-18,93094,PZ0005,P,3,1,1,9,11/08/2022 15:08,11/08/2022 15:08,September,36
17450,05-Sep-18,93193,PZ0005,P,3,1,1,9,11/08/2022 15:08,11/08/2022 15:08,September,36
17451,05-Sep-18,93194,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,September,36
17578,09-Sep-18,93429,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,September,37
17633,12-Sep-18,93576,PZ0005,P,3,3,1,9,11/08/2022 15:08,11/08/2022 15:08,September,37
17903,22-Sep-18,94154,PZ0005,P,3,1,1,9,11/08/2022 15:08,11/08/2022 15:08,September,38
18033,27-Sep-18,94435,PZ0005,P,3,1,1,9,11/08/2022 15:08,11/08/2022 15:08,September,39
18048,28-Sep-18,94483,PZ0005,P,3,3,1,9,11/08/2022 15:08,11/08/2022 15:08,September,39
18071,29-Sep-18,94528,PZ0005,P,3,1,1,9,11/08/2022 15:08,11/08/2022 15:08,September,39
18495,02-Oct-18,94804,PZ0005,P,3,3,1,9,11/08/2022 15:08,11/08/2022 15:08,October,40
21049,05-Oct-18,94965,PZ0005,P,3,1,1,9,11/08/2022 15:08,11/08/2022 15:08,October,40
21163,09-Oct-18,95221,PZ0005,P,3,3,1,9,11/08/2022 15:08,11/08/2022 15:08,October,41
21209,11-Oct-18,95326,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,October,41
21386,21-Dec-18,99940,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,December,51
22556,03-Sep-17,86437,PZ0005,P,3,3,1,9,11/08/2022 15:08,11/08/2022 15:08,September,36
22585,09-Sep-17,86477,PZ0005,P,3,3,1,9,11/08/2022 15:08,11/08/2022 15:08,September,36
22638,18-Sep-17,86554,PZ0005,P,3,1,1,9,11/08/2022 15:08,11/08/2022 15:08,September,38
23159,07-Nov-18,96976,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,November,45
23330,14-Nov-18,97341,PZ0005,P,3,1,1,9,11/08/2022 15:08,11/08/2022 15:08,November,46
23380,16-Nov-18,97464,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,November,46
23381,16-Nov-18,97465,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,November,46
23404,17-Nov-18,97517,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,November,46
23406,17-Nov-18,97518,PZ0005,P,3,1,1,9,11/08/2022 15:08,11/08/2022 15:08,November,46
23440,18-Nov-18,97585,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,November,47
23478,19-Nov-18,97647,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,November,47
23495,20-Nov-18,97683,PZ0005,P,3,1,1,9,11/08/2022 15:08,11/08/2022 15:08,November,47
23523,21-Nov-18,97745,PZ0005,P,3,1,1,9,11/08/2022 15:08,11/08/2022 15:08,November,47
23555,22-Nov-18,97813,PZ0005,P,3,3,1,9,11/08/2022 15:08,11/08/2022 15:08,November,47
23632,25-Nov-18,97983,PZ0005,P,3,1,1,9,11/08/2022 15:08,11/08/2022 15:08,November,48
23663,26-Nov-18,98043,PZ0005,P,3,3,1,9,11/08/2022 15:08,11/08/2022 15:08,November,48
23695,27-Nov-18,98102,PZ0005,P,3,3,1,9,11/08/2022 15:08,11/08/2022 15:08,November,48
23954,03-Jan-18,87902,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,January,1
24022,13-Jan-18,87994,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,January,2
24030,14-Jan-18,88003,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,January,3
24049,16-Jan-18,88025,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,January,3
24054,17-Jan-18,88033,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,January,3
24055,17-Jan-18,88034,PZ0005,P,3,1,1,9,11/08/2022 15:08,11/08/2022 15:08,January,3
24061,18-Jan-18,88041,PZ0005,P,3,1,1,9,11/08/2022 15:08,11/08/2022 15:08,January,3
24064,19-Jan-18,88046,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,January,3
24119,28-Jan-18,88123,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,January,5
24185,07-Feb-18,88358,PZ0005,P,3,3,1,9,11/08/2022 15:08,11/08/2022 15:08,February,6
24223,12-Feb-18,88406,PZ0005,P,3,3,1,9,11/08/2022 15:08,11/08/2022 15:08,February,7
24244,14-Feb-18,88433,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,February,7
24261,17-Feb-18,88460,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,February,7
24272,18-Feb-18,88473,PZ0005,P,3,1,1,9,11/08/2022 15:08,11/08/2022 15:08,February,8
24337,25-Feb-18,88554,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,February,9
24987,06-Jan-19,101038,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,January,2
24988,06-Jan-19,101039,PZ0005,P,3,1,1,9,11/08/2022 15:08,11/08/2022 15:08,January,2
25238,15-Jan-19,101603,PZ0005,P,3,3,1,9,11/08/2022 15:08,11/08/2022 15:08,January,3
27467,18-Dec-17,87665,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,December,51
27480,19-Dec-17,87680,PZ0005,P,3,1,1,9,11/08/2022 15:08,11/08/2022 15:08,December,51
27533,26-Dec-17,87756,PZ0005,P,3,3,1,9,11/08/2022 15:08,11/08/2022 15:08,December,52
30917,02-Dec-17,87469,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,December,48
30966,08-Dec-17,87541,PZ0005,P,3,3,1,9,11/08/2022 15:08,11/08/2022 15:08,December,49
31001,12-Dec-17,87591,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,December,50
31007,25-Mar-19,106403,PZ0005,P,3,1,1,9,11/08/2022 15:08,11/08/2022 15:08,March,13
31136,29-Mar-19,106668,PZ0005,P,3,3,1,9,11/08/2022 15:08,11/08/2022 15:08,March,13
31631,03-Apr-19,107088,PZ0005,P,3,3,1,9,11/08/2022 15:08,11/08/2022 15:08,April,14
31634,03-Apr-19,107090,PZ0005,P,3,1,1,9,11/08/2022 15:08,11/08/2022 15:08,April,14
31756,07-Apr-19,107372,PZ0005,P,3,3,1,9,11/08/2022 15:08,11/08/2022 15:08,April,15
31816,09-Apr-19,107487,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,April,15
32029,16-Apr-19,107936,PZ0005,P,3,1,1,9,11/08/2022 15:08,11/08/2022 15:08,April,16
32055,17-Apr-19,107998,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,April,16
32301,24-Apr-19,108496,PZ0005,P,3,1,1,9,11/08/2022 15:08,11/08/2022 15:08,April,17
32355,26-Apr-19,108634,PZ0005,P,3,1,1,9,11/08/2022 15:08,11/08/2022 15:08,April,17
32521,30-Apr-19,108944,PZ0005,P,3,1,1,9,11/08/2022 15:08,11/08/2022 15:08,April,18
32702,14-Oct-18,95480,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,October,42
32764,17-Oct-18,95638,PZ0005,P,3,3,1,9,11/08/2022 15:08,11/08/2022 15:08,October,42
32766,17-Oct-18,95640,PZ0005,P,3,1,1,9,11/08/2022 15:08,11/08/2022 15:08,October,42
32797,18-Oct-18,95695,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,October,42
32895,22-Oct-18,95908,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,October,43
33724,02-Nov-18,96680,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,November,44
33726,02-Nov-18,96681,PZ0005,P,3,3,1,9,11/08/2022 15:08,11/08/2022 15:08,November,44
34194,27-May-19,111065,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,May,22
34950,03-Jun-19,111708,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,June,23
35070,06-Jun-19,111936,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,June,23
35125,07-Jun-19,112022,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,June,23
35159,08-Jun-19,112089,PZ0005,P,3,3,1,9,11/08/2022 15:08,11/08/2022 15:08,June,23
35285,11-Jun-19,112316,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,June,24
35313,12-Jun-19,112383,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,June,24
35758,08-Mar-18,88765,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,March,10
35761,08-Mar-18,88768,PZ0005,P,3,1,1,9,11/08/2022 15:08,11/08/2022 15:08,March,10
35762,08-Mar-18,88769,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,March,10
35783,12-Mar-18,88802,PZ0005,P,3,3,1,9,11/08/2022 15:08,11/08/2022 15:08,March,11
35785,12-Mar-18,88804,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,March,11
36348,06-May-19,109563,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,May,19
36349,06-May-19,109564,PZ0005,P,3,3,1,9,11/08/2022 15:08,11/08/2022 15:08,May,19
36430,08-May-19,109726,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,May,19
36536,11-May-19,109938,PZ0005,P,3,1,1,9,11/08/2022 15:08,11/08/2022 15:08,May,19
36634,14-May-19,110161,PZ0005,P,3,1,1,9,11/08/2022 15:08,11/08/2022 15:08,May,20
36669,15-May-19,110232,PZ0005,P,3,3,1,9,11/08/2022 15:08,11/08/2022 15:08,May,20
36709,16-May-19,110312,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,May,20
36873,21-May-19,110660,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,May,21
36902,22-May-19,110721,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,May,21
38687,18-Mar-18,88866,PZ0005,P,3,1,1,9,11/08/2022 15:08,11/08/2022 15:08,March,12
38699,19-Mar-18,88880,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,March,12
38737,27-Mar-18,88941,PZ0005,P,3,2,1,9,11/08/2022 15:08,11/08/2022 15:08,March,13
38754,29-Mar-18,88961,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,March,13
39552,04-Apr-18,89107,PZ0005,P,3,3,1,9,11/08/2022 15:08,11/08/2022 15:08,April,14
39603,11-Apr-18,89182,PZ0005,P,3,4,1,9,11/08/2022 15:08,11/08/2022 15:08,April,15
39675,20-Apr-18,89284,PZ0005,P,3,3,1,9,11/08/2022 15:08,11/08/2022 15:08,April,16
39711,25-Apr-18,89334,PZ0005,P,3,3,1,9,11/08/2022 15:08,11/08/2022 15:08,April,17
39728,27-Apr-18,89355,PZ0005,P,3,3,1,9,11/08/2022 15:08,11/08/2022 15:08,April,17
12,21-Aug-18,92235,PZ0005,P,5,1,1,9,11/08/2022 15:08,11/08/2022 15:08,August,34
73,24-Aug-18,92369,PZ0005,P,5,2,1,9,11/08/2022 15:08,11/08/2022 15:08,August,34
100,25-Aug-18,92438,PZ0005,P,5,4,1,9,11/08/2022 15:08,11/08/2022 15:08,August,34
430,11-Mar-19,105516,PZ0005,P,5,4,1,9,11/08/2022 15:08,11/08/2022 15:08,March,11
501,13-Mar-19,105649,PZ0005,P,5,4,1,9,11/08/2022 15:08,11/08/2022 15:08,March,11
530,14-Mar-19,105708,PZ0005,P,5,2,1,9,11/08/2022 15:08,11/08/2022 15:08,March,11
598,17-Mar-19,105876,PZ0005,P,5,3,1,9,11/08/2022 15:08,11/08/2022 15:08,March,12
645,19-Mar-19,106001,PZ0005,P,5,2,1,9,11/08/2022 15:08,11/08/2022 15:08,March,12
816,24-Mar-19,106343,PZ0005,P,5,3,1,9,11/08/2022 15:08,11/08/2022 15:08,March,13
1689,21-Oct-17,86892,PZ0005,P,5,3,1,9,11/08/2022 15:08,11/08/2022 15:08,October,42
3274,19-Jan-19,101843,PZ0005,P,5,3,1,9,11/08/2022 15:08,11/08/2022 15:08,January,3
3308,20-Jan-19,101908,PZ0005,P,5,3,1,9,11/08/2022 15:08,11/08/2022 15:08,January,4
3341,21-Jan-19,101977,PZ0005,P,5,3,1,9,11/08/2022 15:08,11/08/2022 15:08,January,4
3470,26-Jan-19,102275,PZ0005,P,5,1,1,9,11/08/2022 15:08,11/08/2022 15:08,January,4
3527,28-Jan-19,102398,PZ0005,P,5,1,1,9,11/08/2022 15:08,11/08/2022 15:08,January,5
3926,01-Feb-19,102728,PZ0005,P,5,1,1,9,11/08/2022 15:08,11/08/2022 15:08,February,5
4072,02-Feb-19,102881,PZ0005,P,5,1,1,9,11/08/2022 15:08,11/08/2022 15:08,February,5
4291,08-Feb-19,103276,PZ0005,P,5,3,1,9,11/08/2022 15:08,11/08/2022 15:08,February,6
4325,09-Feb-19,103347,PZ0005,P,5,2,1,9,11/08/2022 15:08,11/08/2022 15:08,February,6
4406,12-Feb-19,103525,PZ0005,P,5,4,1,9,11/08/2022 15:08,11/08/2022 15:08,February,7
4516,16-Feb-19,103773,PZ0005,P,5,3,1,9,11/08/2022 15:08,11/08/2022 15:08,February,7
4609,19-Feb-19,103998,PZ0005,P,5,2,1,9,11/08/2022 15:08,11/08/2022 15:08,February,8
4722,22-Feb-19,104211,PZ0005,P,5,2,1,9,11/08/2022 15:08,11/08/2022 15:08,February,8
4907,01-Dec-18,98438,PZ0005,P,5,4,1,9,11/08/2022 15:08,11/08/2022 15:08,December,48
5031,01-Dec-18,98530,PZ0005,P,5,1,1,9,11/08/2022 15:08,11/08/2022 15:08,December,48
5073,02-Dec-18,98605,PZ0005,P,5,3,1,9,11/08/2022 15:08,11/08/2022 15:08,December,49
5108,03-Dec-18,98665,PZ0005,P,5,3,1,9,11/08/2022 15:08,11/08/2022 15:08,December,49
5476,14-Dec-18,99445,PZ0005,P,5,4,1,9,11/08/2022 15:08,11/08/2022 15:08,December,50
6527,08-Jun-18,90076,PZ0005,P,5,4,1,9,11/08/2022 15:08,11/08/2022 15:08,June,23
6528,08-Jun-18,90077,PZ0005,P,5,2,1,9,11/08/2022 15:08,11/08/2022 15:08,June,23
6613,18-Jun-18,90196,PZ0005,P,5,2,1,9,11/08/2022 15:08,11/08/2022 15:08,June,25
6717,30-Jun-18,90333,PZ0005,P,5,2,1,9,11/08/2022 15:08,11/08/2022 15:08,June,26
7273,10-Jul-18,90595,PZ0005,P,5,4,1,9,11/08/2022 15:08,11/08/2022 15:08,July,28
7311,13-Jul-18,90654,PZ0005,P,5,2,1,9,11/08/2022 15:08,11/08/2022 15:08,July,28
7328,14-Jul-18,90674,PZ0005,P,5,2,1,9,11/08/2022 15:08,11/08/2022 15:08,July,28
7359,17-Jul-18,90722,PZ0005,P,5,4,1,9,11/08/2022 15:08,11/08/2022 15:08,July,29
7422,22-Jul-18,90803,PZ0005,P,5,1,1,9,11/08/2022 15:08,11/08/2022 15:08,July,30
7433,23-Jul-18,90818,PZ0005,P,5,3,1,9,11/08/2022 15:08,11/08/2022 15:08,July,30
7472,26-Jul-18,90878,PZ0005,P,5,1,1,9,11/08/2022 15:08,11/08/2022 15:08,July,30
7516,30-Jul-18,90956,PZ0005,P,5,3,1,9,11/08/2022 15:08,11/08/2022 15:08,July,31
8318,03-Aug-18,91306,PZ0005,P,5,4,1,9,11/08/2022 15:08,11/08/2022 15:08,August,31
8455,18-Jun-19,112843,PZ0005,P,5,1,1,9,11/08/2022 15:08,11/08/2022 15:08,June,25
8498,19-Jun-19,112920,PZ0005,P,5,1,1,9,11/08/2022 15:08,11/08/2022 15:08,June,25
8722,25-Jun-19,113378,PZ0005,P,5,3,1,9,11/08/2022 15:08,11/08/2022 15:08,June,26
8803,27-Jun-19,113535,PZ0005,P,5,3,1,9,11/08/2022 15:08,11/08/2022 15:08,June,26
8843,28-Jun-19,113616,PZ0005,P,5,4,1,9,11/08/2022 15:08,11/08/2022 15:08,June,26
8845,28-Jun-19,113618,PZ0005,P,5,2,1,9,11/08/2022 15:08,11/08/2022 15:08,June,26
8917,30-Jun-19,113758,PZ0005,P,5,4,1,9,11/08/2022 15:08,11/08/2022 15:08,June,27
10645,13-Aug-17,86109,PZ0005,P,5,2,1,9,11/08/2022 15:08,11/08/2022 15:08,August,33
10674,17-Aug-17,86149,PZ0005,P,5,1,1,9,11/08/2022 15:08,11/08/2022 15:08,August,33
11305,26-Feb-19,104432,PZ0005,P,5,3,1,9,11/08/2022 15:08,11/08/2022 15:08,February,9
11339,27-Feb-19,104502,PZ0005,P,5,2,1,9,11/08/2022 15:08,11/08/2022 15:08,February,9
11579,01-Mar-19,104715,PZ0005,P,5,4,1,9,11/08/2022 15:08,11/08/2022 15:08,March,9
11724,01-Mar-19,104805,PZ0005,P,5,3,1,9,11/08/2022 15:08,11/08/2022 15:08,March,9
13179,05-Feb-18,88338,PZ0005,P,5,3,1,9,11/08/2022 15:08,11/08/2022 15:08,February,6
13383,06-May-18,89594,PZ0005,P,5,2,1,9,11/08/2022 15:08,11/08/2022 15:08,May,19
13481,19-May-18,89736,PZ0005,P,5,4,1,9,11/08/2022 15:08,11/08/2022 15:08,May,20
13533,26-May-18,89811,PZ0005,P,5,1,1,9,11/08/2022 15:08,11/08/2022 15:08,May,21
13588,31-May-18,89874,PZ0005,P,5,2,1,9,11/08/2022 15:08,11/08/2022 15:08,May,22
17446,05-Sep-18,93187,PZ0005,P,5,3,1,9,11/08/2022 15:08,11/08/2022 15:08,September,36
17538,08-Sep-18,93355,PZ0005,P,5,1,1,9,11/08/2022 15:08,11/08/2022 15:08,September,36
17570,09-Sep-18,93424,PZ0005,P,5,3,1,9,11/08/2022 15:08,11/08/2022 15:08,September,37
18631,14-Aug-18,91871,PZ0005,P,5,2,1,9,11/08/2022 15:08,11/08/2022 15:08,August,33
18748,19-Aug-18,92136,PZ0005,P,5,1,1,9,11/08/2022 15:08,11/08/2022 15:08,August,34
20020,25-Jul-17,85804,PZ0005,P,5,3,1,9,11/08/2022 15:08,11/08/2022 15:08,July,30
20174,01-Aug-17,85870,PZ0005,P,5,3,1,9,11/08/2022 15:08,11/08/2022 15:08,August,31
20286,01-Aug-17,85882,PZ0005,P,5,1,1,9,11/08/2022 15:08,11/08/2022 15:08,August,31
20833,01-Nov-17,87091,PZ0005,P,5,1,1,9,11/08/2022 15:08,11/08/2022 15:08,November,44
21078,06-Oct-18,95021,PZ0005,P,5,4,1,9,11/08/2022 15:08,11/08/2022 15:08,October,40
21105,07-Oct-18,95081,PZ0005,P,5,1,1,9,11/08/2022 15:08,11/08/2022 15:08,October,41
21179,10-Oct-18,95275,PZ0005,P,5,4,1,9,11/08/2022 15:08,11/08/2022 15:08,October,41
21253,18-Dec-18,99723,PZ0005,P,5,2,1,9,11/08/2022 15:08,11/08/2022 15:08,December,51
21462,24-Dec-18,100120,PZ0005,P,5,2,1,9,11/08/2022 15:08,11/08/2022 15:08,December,52
21538,26-Dec-18,100253,PZ0005,P,5,1,1,9,11/08/2022 15:08,11/08/2022 15:08,December,52
22081,01-Sep-17,86367,PZ0005,P,5,3,1,9,11/08/2022 15:08,11/08/2022 15:08,September,35
22580,09-Sep-17,86472,PZ0005,P,5,1,1,9,11/08/2022 15:08,11/08/2022 15:08,September,36
22934,01-Oct-17,86666,PZ0005,P,5,3,1,9,11/08/2022 15:08,11/08/2022 15:08,October,40
23132,01-Oct-17,86689,PZ0005,P,5,4,1,9,11/08/2022 15:08,11/08/2022 15:08,October,40
23401,17-Nov-18,97512,PZ0005,P,5,1,1,9,11/08/2022 15:08,11/08/2022 15:08,November,46
23936,01-Jan-18,87880,PZ0005,P,5,2,1,9,11/08/2022 15:08,11/08/2022 15:08,January,1
23967,05-Jan-18,87919,PZ0005,P,5,4,1,9,11/08/2022 15:08,11/08/2022 15:08,January,1
